"ID","A","B","QUANTIDADE"
"202381","Sweet orange","Cattle (Beef, Veal)","2"
"202386","Potato","Plant","1"
"202390","Lovage","Potato chip","2"
"202393","Essential oil","Common pea","2"
"202407","Lime","Red wine","1"
"202408","Asparagus","Corn grits","2"
"202412","Cocoa bean","Hazelnut","7"
"202414","Common bean","Peppermint","11"
"202415","Angelica","Pineapple","2"
"202431","Sweet orange","Soybean oil","1"
"202439","Grape","Scallop","16"
"202455","Avocado","Parsley","6"
"202460","Baked potato","Garlic","5"
"202478","Plant","Pepper (C. frutescens)","1"
"202487","Mozzarella cheese","Garden rhubarb","4"
"202495","Lemon grass","Pecan nut","4"
"202498","Blackcurrant","Bean","31"
"202501","Cocoa bean","Barley","51"
"202508","Sweet orange","Yogurt","6"
"202520","Black raspberry","Cattle (Beef, Veal)","24"
"202525","Asparagus","Potato chip","8"
"202532","Fig","Juniperus communis","23"
"202533","Vaccinium (Blueberry, Cranberry, Huckleberry)","Sweet potato","5"
"202540","Sherry","Cattle (Beef, Veal)","25"
"202544","Black tea","Essential oil","3"
"202545","Red wine","Plant","1"
"202546","Chives","Domestic pig","2"
"202548","Lichee","Cheese","9"
"202557","Baked potato","Vaccinium (Blueberry, Cranberry, Huckleberry)","41"
"202559","Banana","Dill","13"
"202565","Bean","Yogurt","12"
"202568","Pear","Kiwi","18"
"202571","Cattle (Beef, Veal)","Cattle (Beef, Veal)","4"
"202572","Vaccinium (Blueberry, Cranberry, Huckleberry)","Lichee","18"
"202576","Common buckwheat","Cheese","31"
"202578","Cheese","Saffron","3"
"202580","Shrimp","Walnut","6"
"202583","Coconut oil","Liquor","8"
"202587","Chili","Apple cider","3"
"202592","Butterfat","Peach","2"
"202593","Cumin","Watermelon","2"
"202594","Red wine","Mushrooms","12"
"202602","Cardamom","Turkey","10"
"202605","Swiss cheese","Mandarin orange (Clementine, Tangerine)","19"
"202606","Brussel sprouts","Lobster","1"
"202607","Essential oil","Mandarin orange (Clementine, Tangerine)","2"
"202610","Oat","Liquor","2"
"202612","White champagne","Sweet orange","1"
"202621","Cattle (Beef, Veal)","Vaccinium (Blueberry, Cranberry, Huckleberry)","1"
"202629","Lettuce","Spearmint","1"
"202633","Nutmeg","Salmon","3"
"202650","Almond","Mung bean","3"
"202652","Lemon","Mushrooms","4"
"202672","Coriander","Mandarin orange (Clementine, Tangerine)","10"
"202673","Mentha","Winter squash","2"
"202683","Cumin","Spearmint","1"
"202684","Apple","Juniperus communis","35"
"202687","Domestic pig","Fig","17"
"202690","Sausage","Prickly pear","2"
"202698","Vaccinium (Blueberry, Cranberry, Huckleberry)","Juniperus communis","54"
"202702","Essential oil","Sheep (Mutton, Lamb)","1"
"202707","Cocoa bean","Corn","43"
"202709","Cream","Common sage","1"
"202714","Baked potato","Allspice","2"
"202715","Baked potato","Almond","7"
"202721","Sheep (Mutton, Lamb)","Peanut","43"
"202723","Lime","Meat","8"
"202730","Port wine","Wheat bread","39"
"202731","Green bell pepper","Sweet orange","5"
"202747","Sheep (Mutton, Lamb)","Popcorn","13"
"202748","Mango","Domestic pig","39"
"202750","Coffee","Salmon","43"
"202758","Sweet marjoram","Essential oil","4"
"202766","Citrus","Tamarind","9"
"202780","Cattle (Beef, Veal)","Sesame oil","3"
"202784","Sheep (Mutton, Lamb)","Pepper","2"
"202790","Macadamia nut","Peach","9"
"202791","Lemon grass","Lobster","1"
"202793","Mackerel","Mandarin orange (Clementine, Tangerine)","1"
"202795","Black raspberry","Grape","34"
"202800","Cheese","Nectarine","14"
"202805","Liquor","Garden onion","1"
"202809","Asparagus","Garden onion","11"
"202817","Essential oil","Shiitake","1"
"202820","Cattle (Beef, Veal)","Green zucchini","1"
"202825","Guava","Red wine","51"
"202836","Parmesan cheese","Salmon","48"
"202847","Plain cream cheese","Butterfat","1"
"202849","Bivalvia (Clam, Mussel, Oyster)","Vanilla","8"
"202860","Common bean","Strawberry","8"
"202866","Black tea","Peach","44"
"202870","Lime","Shallot","1"
"202871","Peanut oil","Tamarind","8"
"202880","White bread","Fig","10"
"202881","Anise","Mushrooms","1"
"202887","Red wine","Lettuce","3"
"202892","Sour orange","Rice","7"
"202893","Mentha","Parsley","10"
"202904","Liquor","Elderberry","31"
"202917","Quince","Bean","14"
"202931","Lima bean","Vanilla","22"
"202936","Vaccinium (Blueberry, Cranberry, Huckleberry)","Olive","34"
"202941","Common bean","Fishes","26"
"202943","Swiss cheese","Nutmeg","6"
"202944","Bivalvia (Clam, Mussel, Oyster)","Peanut oil","2"
"202958","Wild celery","Skipjack tuna","6"
"202987","Vaccinium (Blueberry, Cranberry, Huckleberry)","Carrot","13"
"202992","Soy bean","Star anise","1"
"202994","Sesame","Scallop","4"
"202999","Almond","Barley","4"
"203002","Avocado","Rice","18"
"203004","Elderberry","Cheese","28"
"203005","Okra","Swiss cheese","5"
"203009","Garden onion","Soy bean","25"
"203016","Baked potato","Sour orange","9"
"203032","Scallop","Strawberry","2"
"203036","Hazelnut","Sesame oil","1"
"203037","Rubus (Blackberry, Raspberry)","Green cabbage","9"
"203039","Cardamom","Kumquat","3"
"203045","Lemon","Strawberry","3"
"203046","Enokitake","Plant","1"
"203053","Grapefruit","Lobster","1"
"203054","Chives","Garlic","9"
"203055","Cucumber","Cucurbita","1"
"203064","Plain cream cheese","Salmon","42"
"203065","Pear","Mandarin orange (Clementine, Tangerine)","21"
"203069","Sweet orange","Star anise","5"
"203079","Baked potato","Winter squash","8"
"203080","Sweet bay","Pepper","11"
"203089","Prickly pear","Tea","20"
"203095","Sausage","Plant","4"
"203100","Cheese","Prunus (Cherry, Plum)","1"
"203106","Plain cream cheese","Sesame oil","1"
"203107","Swiss cheese","Sweet orange","39"
"203109","Cheese","Cheese","127"
"203129","Blackcurrant","Kiwi","23"
"203130","Sweet orange","Rapeseed oil","8"
"203131","Green bell pepper","Black tea","41"
"203137","Cereals and cereal products","Okra","1"
"203142","Cattle (Beef, Veal)","Yam","1"
"203145","Fishes","Adzuki bean","25"
"203147","Sweet basil","Sweet bay","1"
"203148","Rice","Roe","10"
"203166","Pepper (Spice)","Wild celery","7"
"203179","Asparagus","Pasta","2"
"203184","Chives","Adzuki bean","5"
"203205","Chili","Domestic pig","1"
"203211","Ginger","Cattle (Beef, Veal)","28"
"203223","Eggs","Sweet potato","6"
"203226","Allspice","White wine","4"
"203228","Parmesan cheese","Sour cherry","8"
"203235","Green bell pepper","Kiwi","6"
"203245","Anise","Cashew nut","1"
"203248","Lovage","Wheat bread","9"
"203250","Rice","Sesame","11"
"203251","Chives","Peanut","6"
"203271","Common buckwheat","Corn","21"
"203279","Cocoa bean","Lobster","2"
"203281","Mozzarella cheese","Rapeseed oil","2"
"203283","Corn","Flour","4"
"203285","Clam","Lovage","10"
"203288","White mustard","Nuts","3"
"203295","Lima bean","Meat","23"
"203297","Prunus (Cherry, Plum)","Cheese","14"
"203304","Blue cheese","Vanilla","27"
"203307","Prunus (Cherry, Plum)","Liquorice","2"
"203308","Hazelnut","Mushrooms","5"
"203309","Blackberry","Garden rhubarb","2"
"203315","Cardamom","Red wine","16"
"203317","Anise","Fishes","1"
"203321","Ginger","Ginger","1"
"203331","Cattle (Beef, Veal)","Plant","1"
"203338","Asparagus","Port wine","19"
"203344","Sake","White bread","11"
"203346","Lime","Turmeric","5"
"203358","Cattle (Beef, Veal)","Plant","1"
"203367","Crab","Mushrooms","23"
"203371","Vaccinium (Blueberry, Cranberry, Huckleberry)","Fenugreek","3"
"203372","Cocoa bean","Rapeseed oil","3"
"203378","Potato chip","Black raisin","3"
"203379","Lemon","Pepper (C. frutescens)","1"
"203381","Vaccinium (Blueberry, Cranberry, Huckleberry)","Sour cherry","14"
"203384","Sheep (Mutton, Lamb)","Lingonberry","1"
"203386","Asparagus","Common pea","20"
"203399","Baked potato","Cardamom","16"
"203400","Cheese","Pepper","5"
"203411","Peppermint","Swede","1"
"203418","Mushrooms","Sesame","10"
"203423","Cocoa bean","Grapefruit","17"
"203426","Swiss cheese","Rosemary","6"
"203433","Date","Rye","2"
"203435","Parsley","Peanut","6"
"203441","Peanut","Soy bean","88"
"203447","Essential oil","Mentha","3"
"203452","White bread","Coffee","34"
"203473","Sweet bay","Mentha","10"
"203477","Mango","Cheese","45"
"203481","Angelica","Mozzarella cheese","2"
"203483","Juniperus communis","Lemon","3"
"203485","Barley","Dill","2"
"203491","Essential oil","Domestic pig","6"
"203493","Prunus (Cherry, Plum)","Turnip","1"
"203508","Kale","Radish","1"
"203510","Buttermilk","Macadamia nut","1"
"203517","Liquor","Blue cheese","7"
"203518","Oil palm","Watercress","1"
"203519","Black tea","White mustard","14"
"203530","Coriander","Liquorice","1"
"203532","Other fermented milk","Tea","5"
"203543","Cheese","Cooking oil","1"
"203549","Mung bean","Sweet orange","7"
"203555","Mushrooms","Sweet potato","7"
"203561","Blue cheese","Sherry","78"
"203568","Cucumber","Pecan nut","6"
"203573","Grape","Lemon","1"
"203577","Mentha","Peanut","7"
"203578","Pineapple","Turmeric","2"
"203624","Grape","Oat","21"
"203627","Lemon","Lemon","3"
"203632","Pecan nut","Fishes","25"
"203644","Sweet orange","Passion fruit","1"
"203656","Sweet marjoram","Bean","7"
"203667","Pepper (Spice)","Bivalvia (Clam, Mussel, Oyster)","3"
"203670","Lemon","Swiss cheese","1"
"203678","Lovage","Radish","3"
"203679","Lime","Peppermint","9"
"203681","Barley","Garden onion","2"
"203685","Blackberry","Essential oil","61"
"203689","Olive","Swiss cheese","26"
"203695","Baked potato","Blackcurrant","13"
"203698","Haddock","Scallop","20"
"203712","Cattle (Beef, Veal)","Blue cheese","2"
"203716","Vaccinium (Blueberry, Cranberry, Huckleberry)","Citrus","24"
"203723","Domestic pig","Garlic","6"
"203725","Cocoa bean","Mushrooms","1"
"203728","Cheese","Domestic pig","58"
"203750","Sweet bay","Rum","11"
"203756","Roe","Endive","1"
"203760","Cabbage","Dill","5"
"203766","Cloves","Popcorn","4"
"203769","Cocoa bean","Domestic pig","34"
"203773","Cloves","Prunus (Cherry, Plum)","10"
"203776","Apple","Plant","1"
"203795","Coriander","Papaya","15"
"203798","Fishes","Squid","8"
"203802","Sweet marjoram","Tuna","7"
"203806","Black tea","Cumin","6"
"203815","Watermelon","Quince","24"
"203823","Pecan nut","Meat","28"
"203827","Cattle (Beef, Veal)","Cassava","5"
"203832","Baked potato","Corn","4"
"203835","Nutmeg","Sesame","1"
"203839","Garden onion","Domestic pig","18"
"203845","Blackcurrant","Butterfat","1"
"203848","Butter","Potato chip","17"
"203849","Butter","Peach","39"
"203855","Rice","Mushrooms","11"
"203868","Black raspberry","Essential oil","1"
"203875","Wild celery","Chives","2"
"203881","Citrus","Essential oil","1"
"203882","Mandarin orange (Clementine, Tangerine)","Quince","14"
"203887","Grape","Salmon","35"
"203895","Mushrooms","Cattle (Beef, Veal)","27"
"203899","Cattle (Beef, Veal)","Watercress","1"
"203911","Liquor","Star anise","1"
"203928","Cloves","Nuts","3"
"203931","White bread","Mandarin orange (Clementine, Tangerine)","10"
"203932","Coconut","Kiwi","5"
"203938","Cattle (Beef, Veal)","Mackerel","49"
"203963","Meat","Passion fruit","1"
"203966","Plant","Sweet orange","2"
"203973","Domestic pig","Pasta","4"
"203975","Nuts","Garden tomato","6"
"203983","Domestic pig","Essential oil","4"
"203988","Carrot","Cheese","10"
"203993","Avocado","Barley","1"
"204007","Parsley","Nuts","1"
"204010","Essential oil","Watermelon","4"
"204018","Baked potato","Beer","64"
"204025","Nectarine","Fishes","5"
"204031","Essential oil","Green cabbage","1"
"204036","Vaccinium (Blueberry, Cranberry, Huckleberry)","Meat","16"
"204040","Oat","Meat","17"
"204052","Green bell pepper","Enokitake","21"
"204054","Sweet orange","Radish","5"
"204055","Kohlrabi","Papaya","9"
"204064","Beer","Garden onion","28"
"204071","Domestic pig","Sweet orange","3"
"204075","Banana","Green tea","40"
"204076","Wild celery","Vanilla","5"
"204083","Baked potato","Pepper (Spice)","8"
"204084","Milk (Cow)","Peanut","59"
"204086","Hazelnut","Mushrooms","5"
"204088","Kohlrabi","Sweet orange","2"
"204090","Chicken","Leek","23"
"204096","Parmesan cheese","Shiitake","65"
"204110","Essential oil","Peanut","64"
"204112","Plant","Vinegar","2"
"204115","Blackcurrant","Sausage","18"
"204120","Fennel","Rum","6"
"204121","Fishes","Other fermented milk","2"
"204126","Broccoli","Peppermint","2"
"204127","Cattle (Beef, Veal)","Cheese","73"
"204143","Bean","Cassava","2"
"204146","Tamarind","Mushrooms","5"
"204150","Roe","Oat","1"
"204151","Green bell pepper","Turkey","7"
"204153","Pepper (Spice)","Pear","4"
"204155","Citrus","Lima bean","12"
"204161","Sweet orange","Sherry","16"
"204164","Catfish","Essential oil","5"
"204176","Pepper (Spice)","Cottage cheese","5"
"204177","Cocoa bean","Rosemary","4"
"204181","Sesame","Sausage","9"
"204185","Common buckwheat","Mushrooms","32"
"204186","Angelica","Sheep (Mutton, Lamb)","1"
"204199","Cheese","Sausage","32"
"204220","Sherry","Pepper (C. frutescens)","9"
"204229","Watermelon","Pecan nut","17"
"204235","Anise","Pistachio","1"
"204240","Sweet bay","Peach","7"
"204241","Cardamom","Tuna","14"
"204254","Enokitake","Fig","14"
"204256","Globe artichoke","Herring","3"
"204271","Swiss cheese","Parsley","5"
"204277","Port wine","White bread","26"
"204293","Sake","Garden tomato","13"
"204295","Catfish","Blue cheese","34"
"204298","Swiss cheese","Salmon","46"
"204299","White mustard","Bean","6"
"204301","Garlic","Nutmeg","1"
"204307","Anise","Rum","4"
"204313","Nutmeg","Rum","7"
"204317","Apple cider","Sake","10"
"204319","Potato chip","Mushrooms","1"
"204333","Lima bean","Swiss cheese","45"
"204340","Cattle (Beef, Veal)","Grape","1"
"204344","Cucumber","Potato chip","4"
"204351","Citrus","Potato chip","3"
"204356","Pear","Domestic pig","11"
"204363","Fennel","Pepper","7"
"204364","Plain cream cheese","Kumquat","1"
"204382","Mung bean","Rum","44"
"204389","Clam","Mozzarella cheese","33"
"204400","Barley","Grape","2"
"204408","Corn","Turmeric","2"
"204416","Gin","Rose hip","3"
"204420","Blackberry","Mandarin orange (Clementine, Tangerine)","34"
"204428","Blackberry","Wheat bread","27"
"204430","Cottage cheese","Cattle (Beef, Veal)","76"
"204444","Enokitake","Red grape juice","1"
"204448","Nectarine","Peanut","9"
"204451","Sesame","Salmon","11"
"204453","Elderberry","Parsley","11"
"204469","Butter","White wine","69"
"204471","Cheese","Yam","1"
"204473","Grapefruit","Salmon","12"
"204476","Pear","Lime","20"
"204482","Cream","Mushrooms","2"
"204488","Essential oil","Fishes","1"
"204494","Oat","White wine","24"
"204495","Potato chip","Yogurt","11"
"204497","Mushrooms","Sweet orange","34"
"204505","Domestic pig","Watercress","2"
"204507","Radish","Sesame","1"
"204512","Apple","Red algae","1"
"204518","Eggs","Soy bean","31"
"204521","Cheese","Swede","8"
"204530","Broccoli","Kelp","1"
"204539","Gadus (Common cod)","Cattle (Beef, Veal)","20"
"204541","Wild celery","Prunus (Cherry, Plum)","12"
"204547","Kiwi","Essential oil","1"
"204550","Oil palm","Sake","1"
"204559","Roe","Fig","1"
"204560","Parmesan cheese","Plant","1"
"204562","Bean","Chicory","1"
"204570","Enokitake","White bread","28"
"204576","Cattle (Beef, Veal)","Whisky","6"
"204578","Cattle (Beef, Veal)","Sausage","48"
"204581","Citrus","Ginger","26"
"204587","Black tea","Sesame","13"
"204588","Black tea","Strawberry","94"
"204599","Lime","Lichee","17"
"204603","Cheese","Pecan nut","31"
"204608","Sweet orange","Pepper","1"
"204611","Greek feta cheese","Essential oil","10"
"204613","Lime","Green cabbage","5"
"204626","White bread","Pecan nut","21"
"204629","Elderberry","Plant","1"
"204630","Mate","Shiitake","19"
"204635","Essential oil","Tea","17"
"204639","Grapefruit","Lime","1"
"204640","Bean","Shallot","2"
"204641","Cheese","Lichee","9"
"204643","Green bell pepper","Liquor","3"
"204646","Vaccinium (Blueberry, Cranberry, Huckleberry)","Shiitake","39"
"204647","Fenugreek","Plant","1"
"204651","Juniperus communis","Rye bread","15"
"204658","Honey","Mandarin orange (Clementine, Tangerine)","10"
"204668","Honey","Domestic pig","1"
"204679","Common buckwheat","Mentha","12"
"204684","Salmon","Plant","1"
"204689","Domestic pig","Rapeseed oil","1"
"204695","Kelp","Tamarind","3"
"204697","Sweet potato","Walnut","2"
"204700","Apple","Grapefruit","21"
"204701","Common bean","Spearmint","12"
"204706","Lemon grass","Oil palm","1"
"204708","Garlic","Peppermint","1"
"204714","Red wine","Plant","3"
"204715","Mung bean","Peanut","52"
"204723","Black raspberry","Carrot","12"
"204737","Black raisin","Sour cherry","3"
"204745","Garden onion","Nuts","1"
"204746","Avocado","Honey","9"
"204757","Sheep (Mutton, Lamb)","Plant","1"
"204759","Coconut","Garden rhubarb","2"
"204763","Carrot","Essential oil","25"
"204769","Grape","Sweet bay","12"
"204771","Corn","Nectarine","8"
"204772","Lemon","Rose hip","1"
"204774","Okra","Sausage","5"
"204783","Lovage","Pistachio","3"
"204787","Sausage","Almond","5"
"204789","Avocado","Mushrooms","16"
"204798","Cucumber","Salmon","12"
"204801","Apple","Lima bean","44"
"204803","Globe artichoke","Bean","3"
"204812","Domestic pig","Prickly pear","12"
"204814","Beer","Citrus","22"
"204826","Peach","Quince","20"
"204828","Swede","Turkey","3"
"204829","Sweet potato","Common thyme","1"
"204835","Essential oil","Coffee","2"
"204843","Liquor","Eggs","21"
"204862","Vaccinium (Blueberry, Cranberry, Huckleberry)","Haddock","17"
"204863","Coriander","Leek","3"
"204864","Nuts","Pineapple","3"
"204865","Whisky","Soy bean","4"
"204866","Durian","Cattle (Beef, Veal)","8"
"204872","Endive","Tamarind","7"
"204875","Coriander","Peach","6"
"204876","Allspice","Pepper (C. frutescens)","7"
"204877","Beer","Domestic pig","14"
"204882","Ginger","Rosemary","17"
"204891","Kiwi","Kohlrabi","6"
"204893","Vaccinium (Blueberry, Cranberry, Huckleberry)","Domestic pig","23"
"204895","Sour orange","Sour cherry","10"
"204899","Essential oil","Nutmeg","3"
"204901","Blue cheese","Fishes","37"
"204912","Anise","Vaccinium (Blueberry, Cranberry, Huckleberry)","2"
"204924","Grape","Walnut","10"
"204926","Fruits","Adzuki bean","2"
"204927","Hazelnut","Swede","2"
"204929","Cattle (Beef, Veal)","White bread","40"
"204940","Globe artichoke","Macadamia nut","1"
"204950","Cheese","Whisky","60"
"204952","Hazelnut","Peanut","8"
"204953","Chives","Domestic pig","4"
"204956","Rum","Plant","1"
"204961","Pineapple","Yam","1"
"204963","Nutmeg","Pepper","17"
"204967","Rice","Unknown","1"
"204969","Guava","Domestic pig","23"
"204971","Liquor","Rosemary","9"
"204977","Cassava","Sausage","2"
"204987","Blackberry","Sausage","20"
"204990","Ginger","Meat","14"
"204993","Apple cider","Potato","19"
"204994","Vaccinium (Blueberry, Cranberry, Huckleberry)","Essential oil","35"
"205004","Catfish","Mushrooms","10"
"205021","Chicken","Ginger","23"
"205025","Baked potato","Potato","97"
"205026","Vaccinium (Blueberry, Cranberry, Huckleberry)","Plant","1"
"205028","Grape","Watercress","5"
"205032","Eggs","Lemon grass","2"
"205035","Cauliflower","Fishes","12"
"205044","Pear","Oat","5"
"205048","Apple","Liquor","2"
"205049","Peanut","Cheese","50"
"205052","Parmesan cheese","Yogurt","28"
"205069","Green bell pepper","Blue cheese","18"
"205077","Swiss cheese","Pear","17"
"205097","Black raspberry","Apple cider","9"
"205099","Lime","Sweet orange","2"
"205100","Brassicas","Cheese","1"
"205108","Lichee","Turkey","5"
"205111","Lime","Pecan nut","12"
"205118","Rum","Papaya","55"
"205125","Coffee","Sheep (Mutton, Lamb)","39"
"205130","Coriander","Rye bread","2"
"205152","Sweet marjoram","Nuts","1"
"205156","Essential oil","Whisky","8"
"205165","Plain cream cheese","Prickly pear","11"
"205167","Endive","Essential oil","2"
"205182","Essential oil","Sweet orange","2"
"205186","Prunus (Cherry, Plum)","Nutmeg","5"
"205193","Sour orange","Rye bread","3"
"205196","Pepper (Spice)","Salmon","3"
"205199","Lemon grass","Lovage","3"
"205200","Bean","Nuts","5"
"205202","Garden onion","Potato chip","8"
"205212","Greek feta cheese","Yam","1"
"205219","Peanut","Green onion","1"
"205221","Broccoli","Radish","4"
"205223","Black tea","Parsley","16"
"205229","Port wine","Sesame","7"
"205230","Blackcurrant","Mango","42"
"205231","Cheese","Pistachio","5"
"205240","Broccoli","Gin","1"
"205241","Chayote","Winter squash","1"
"205248","Sesame","Squid","1"
"205284","Cinnamon","Haddock","3"
"205287","Prunus (Cherry, Plum)","Rose hip","5"
"205289","Guava","Tamarind","27"
"205290","Common buckwheat","Milk (Cow)","29"
"205297","Kelp","Adzuki bean","4"
"205300","Banana","Cattle (Beef, Veal)","42"
"205301","Swede","Tea","4"
"205317","Cheese","Grape","57"
"205322","Barley","Cashew nut","3"
"205339","Grape","Unknown","1"
"205341","Garden onion","Port wine","15"
"205344","Coconut oil","Juniperus communis","2"
"205351","Wild celery","Guava","24"
"205362","Liquor","Quince","1"
"205374","Enokitake","Domestic pig","7"
"205383","Shiitake","Pepper (C. frutescens)","9"
"205384","Mushrooms","Sake","14"
"205387","Cauliflower","Haddock","10"
"205391","Mandarin orange (Clementine, Tangerine)","Shallot","1"
"205392","Catfish","Chicken","37"
"205405","Red wine","Clam","25"
"205407","Cheese","Essential oil","6"
"205410","Watermelon","Peppermint","11"
"205414","Peanut","Prunus (Cherry, Plum)","15"
"205418","Anise","Elderberry","2"
"205425","Durian","Kohlrabi","3"
"205427","Cocoa bean","Mushrooms","1"
"205433","Bean","Kelp","4"
"205436","Blue cheese","Lingonberry","4"
"205439","Mushrooms","Adzuki bean","49"
"205444","Bean","Pepper (Spice)","5"
"205448","Eggs","Garden rhubarb","1"
"205456","Blue cheese","Buttermilk","12"
"205459","Sausage","Pepper","1"
"205474","Radish","Salmon","9"
"205475","Essential oil","Lime","24"
"205476","Vaccinium (Blueberry, Cranberry, Huckleberry)","Rubus (Blackberry, Raspberry)","72"
"205479","Hazelnut","Quince","5"
"205483","Cheese","Mentha","10"
"205486","Freshwater eel","Watermelon","17"
"205489","Swiss cheese","Lemon","2"
"205494","Chives","Gadus (Common cod)","5"
"205501","Apricot","Mushrooms","30"
"205506","Rose hip","Spearmint","1"
"205520","Cashew nut","Green tea","9"
"205523","Watermelon","Squid","2"
"205526","Rice","Peach","23"
"205530","Mushrooms","Red wine","11"
"205533","Ginger","Yogurt","5"
"205537","Banana","Gin","5"
"205547","Cheese","Blue cheese","127"
"205553","Coffee","White wine","73"
"205557","Avocado","Bean","17"
"205561","Tarragon","Tamarind","2"
"205570","Essential oil","Red wine","5"
"205580","Peanut oil","Garden tomato","12"
"205589","Roe","Prickly pear","1"
"205593","Buttermilk","Red wine","3"
"205595","Liquor","Cinnamon","1"
"205597","Black raspberry","Liquor","4"
"205606","Endive","Prunus (Cherry, Plum)","9"
"205617","Liquor","Mackerel","6"
"205621","Fenugreek","Quince","1"
"205622","Cumin","Port wine","1"
"205623","Essential oil","Pineapple","1"
"205626","Citrus","Strawberry","2"
"205627","Kelp","Tea","7"
"205630","Common buckwheat","Roe","7"
"205631","Common bean","Guava","37"
"205642","Apple","Liquor","2"
"205646","Cream","Red wine","9"
"205656","Herring","Cattle (Beef, Veal)","49"
"205660","Apricot","Essential oil","4"
"205664","Black raspberry","Kohlrabi","11"
"205665","Blackcurrant","Radish","5"
"205669","Almond","Sweet potato","1"
"205688","Clam","Plant","22"
"205693","Green bell pepper","Pepper (C. frutescens)","37"
"205701","Fig","Rubus (Blackberry, Raspberry)","30"
"205703","Winter squash","Swiss cheese","7"
"205716","Coffee","Meat","31"
"205717","Mandarin orange (Clementine, Tangerine)","Scallop","6"
"205719","Mushrooms","Unknown","1"
"205724","Lovage","Mandarin orange (Clementine, Tangerine)","15"
"205725","Cabbage","Sheep (Mutton, Lamb)","8"
"205728","Chives","Squid","2"
"205730","Butter","Leek","20"
"205731","Grape","Domestic pig","33"
"205732","Herring","Sunflower oil","1"
"205737","Citrus","Dill","14"
"205740","Lovage","Sweet orange","19"
"205745","Coconut","Herring","14"
"205758","Honey","Garden rhubarb","1"
"205786","Cattle (Beef, Veal)","Cattle (Beef, Veal)","199"
"205788","Gadus (Common cod)","Squid","8"
"205790","Mate","Pineapple","11"
"205791","Cashew nut","Essential oil","3"
"205799","Juniperus communis","Garden onion","6"
"205800","Fishes","Pecan nut","22"
"205818","Essential oil","Mate","4"
"205819","Black tea","Mushrooms","66"
"205828","Meat","Peanut","1"
"205834","Green bell pepper","Cattle (Beef, Veal)","4"
"205836","Mango","Hazelnut","5"
"205838","Brussel sprouts","White mustard","2"
"205841","Allspice","Turmeric","2"
"205842","Cumin","Parsnip","1"
"205849","Barley","Nuts","1"
"205851","Cashew nut","Flour","2"
"205865","Fenugreek","Spearmint","1"
"205868","Nuts","Mandarin orange (Clementine, Tangerine)","4"
"205876","Cocoa bean","Cheese","67"
"205891","Freshwater eel","Pistachio","3"
"205897","Tamarind","Pepper","5"
"205901","Essential oil","Common pea","35"
"205906","Swiss cheese","Tea","65"
"205907","Common sage","Cheese","2"
"205909","Juniperus communis","Cheese","24"
"205910","Hazelnut","Skipjack tuna","1"
"205914","Cheese","Meat","32"
"205919","Sausage","Peanut","37"
"205922","Fig","Cattle (Beef, Veal)","13"
"205928","Citrus","Papaya","2"
"205929","Swiss cheese","Lemon grass","6"
"205935","Avocado","Clam","12"
"205936","Pear","Shallot","1"
"205937","Banana","Brussel sprouts","3"
"205942","Cream","Bean","10"
"205949","Almond","Fishes","1"
"205950","Coriander","Fig","7"
"205965","Cream","Garden onion","7"
"205967","Quince","Tamarind","9"
"205970","Liquor","Salmon","37"
"205971","Cheese","Plant","1"
"205978","Clam","Bean","27"
"205979","Caraway","Green tea","2"
"205981","Blackcurrant","Prunus (Cherry, Plum)","28"
"205982","Nutmeg","Walnut","1"
"205984","Baked potato","Endive","13"
"205989","Apple","Tea","68"
"205990","Prunus (Cherry, Plum)","Sesame oil","1"
"205994","Liquor","Vanilla","6"
"205996","Mushrooms","Tamarind","27"
"205997","Macadamia nut","Cattle (Beef, Veal)","16"
"206002","Common bean","Cattle (Beef, Veal)","54"
"206005","Cashew nut","Plant","1"
"206008","Nutmeg","Roe","1"
"206013","Cabbage","Nuts","2"
"206017","Citrus","Strawberry","29"
"206021","Cabbage","Mentha","4"
"206024","Cauliflower","Domestic pig","12"
"206028","Mozzarella cheese","Pecan nut","30"
"206036","Elderberry","Potato","30"
"206038","Broccoli","Sweet potato","3"
"206045","Catfish","Swiss cheese","34"
"206053","Crab","Grapefruit","6"
"206055","Prunus (Cherry, Plum)","Tea","6"
"206058","Vaccinium (Blueberry, Cranberry, Huckleberry)","Yogurt","13"
"206060","Domestic pig","Adzuki bean","42"
"206064","Coconut oil","Cheese","11"
"206065","Bivalvia (Clam, Mussel, Oyster)","Cattle (Beef, Veal)","23"
"206078","Tea","Walnut","10"
"206085","Pepper","Soy bean","8"
"206088","Common pea","Essential oil","6"
"206089","Grape","Rapeseed oil","3"
"206091","Brussel sprouts","Guava","2"
"206095","Passion fruit","Peanut","36"
"206099","Essential oil","Plant","2"
"206100","Lemon grass","Mandarin orange (Clementine, Tangerine)","8"
"206101","Rye bread","Shrimp","27"
"206112","Blackcurrant","Wheat bread","14"
"206124","Apricot","Shallot","2"
"206140","Grape","Green bell pepper","7"
"206153","Black raspberry","Mandarin orange (Clementine, Tangerine)","1"
"206159","Apple","Fishes","26"
"206163","White bread","Oil palm","2"
"206164","Bean","Sherry","40"
"206170","Rapeseed oil","Vanilla","3"
"206174","Essential oil","Sweet potato","6"
"206178","Sour orange","Fishes","3"
"206180","Brussel sprouts","Cattle (Beef, Veal)","1"
